"age" "female" "hisp" "education" "earnings" "hours" "week" "union" "uncov" "region" "race" "marital"
"14378" 48 0 0 13 40000 40 52 0 0 4 1 5
"14379" 25 0 1 6 20000 36 52 0 0 3 1 7
"14380" 67 0 0 12 25000 40 52 0 0 2 1 5
"14381" 43 0 1 10 10400 40 52 0 0 3 1 1
"14382" 36 0 0 11 26000 40 52 0 0 3 1 7
"14383" 33 0 0 12 27000 40 52 0 0 4 1 1
"14384" 35 0 0 12 24000 40 52 0 0 4 1 1
"14385" 39 0 0 14 45002 50 52 0 0 3 1 1
"14386" 38 0 0 13 80000 36 52 0 0 4 1 1
"14387" 62 0 0 12 24400 40 52 1 0 3 1 1
"14388" 31 0 1 12 30000 40 52 0 0 4 1 1
"14389" 31 0 0 12 52000 40 52 0 0 3 1 1
"14390" 44 0 1 16 103000 40 52 0 0 4 1 1
"14391" 42 0 0 16 50000 60 52 0 0 3 1 1
"14392" 46 0 0 12 50000 40 52 0 0 4 1 3
"14393" 64 0 0 16 80000 40 52 0 0 1 1 1
"14394" 49 0 0 13 40500 40 52 0 0 3 1 1
"14395" 32 0 1 12 18000 40 52 0 0 3 1 5
"14396" 32 0 0 12 42500 45 52 0 0 4 1 1
"14397" 32 0 0 16 60000 45 52 0 0 2 1 7
"14398" 58 0 0 16 65000 40 52 0 0 3 1 1
"14399" 63 0 0 16 17150 40 52 0 0 1 1 1
"14400" 63 0 0 13 30000 40 52 0 0 4 1 1
"14401" 39 0 0 12 125000 60 52 0 0 1 1 1
"14402" 24 0 0 12 33000 50 48 0 0 4 1 1
"14403" 24 0 0 16 32000 40 52 0 0 4 1 7
"14404" 22 0 0 13 20000 40 52 0 0 1 1 7
"14405" 25 0 1 10 22000 40 51 0 0 1 1 1
"14406" 29 0 0 12 35000 45 52 0 0 2 1 1
"14407" 34 0 1 16 75000 40 50 0 0 3 1 1
"14408" 21 0 0 10 28160 40 52 0 0 2 1 7
"14409" 28 0 1 12 55000 40 52 0 0 4 1 7
"14410" 31 0 0 14 60000 60 52 0 0 2 1 1
"14411" 37 0 0 13 55000 60 52 0 0 3 1 5
"14412" 46 0 1 13 80000 40 52 1 0 4 1 1
"14413" 54 0 0 12 35000 40 52 0 0 1 1 1
"14414" 53 0 1 12 22000 40 52 0 0 1 1 1
"14415" 48 0 1 9 23000 40 52 0 0 3 1 1
"14416" 48 0 1 12 35000 40 52 0 0 1 1 1
"14417" 42 0 0 9 30000 40 52 0 0 2 1 5
"14418" 29 0 0 18 63000 45 52 0 0 3 1 7
"14419" 52 0 0 9 38000 45 52 0 0 1 1 5
"14420" 48 0 1 12 24000 40 52 0 0 4 1 1
"14421" 33 0 0 16 95000 40 52 0 0 1 1 1
"14422" 38 0 1 16 70000 60 52 0 0 4 1 1
"14423" 47 0 0 12 152000 40 48 0 0 3 1 7
"14424" 55 0 0 14 109000 60 52 0 0 3 1 1
"14425" 24 0 0 12 28000 45 52 0 0 2 1 7
"14426" 31 0 0 16 150000 45 52 0 0 4 1 1
"14427" 27 0 0 13 17000 40 52 0 0 2 1 7
"14428" 39 0 1 14 35000 40 52 0 0 3 1 1
"14429" 30 0 0 16 78000 80 52 0 0 3 1 1
"14430" 37 0 0 16 389599 60 52 0 0 3 1 1
"14431" 36 0 1 12 38000 50 52 0 0 3 1 1
"14432" 33 0 0 16 43000 40 52 0 0 1 1 1
"14433" 45 0 0 13 56000 40 52 0 0 2 1 1
"14434" 53 0 0 14 82084 40 52 0 0 4 1 1
"14435" 43 0 0 16 35000 40 52 0 0 4 1 1
"14436" 31 0 0 13 48000 40 52 0 0 4 1 1
"14437" 52 0 0 16 45000 40 52 0 0 2 1 1
"14438" 48 0 0 16 85000 37 52 0 0 1 1 1
"14439" 32 0 0 12 20280 40 52 0 0 3 1 7
"14440" 42 0 0 13 120000 40 52 0 0 4 1 1
"14441" 38 0 0 16 1e+05 40 52 0 0 3 1 1
"14442" 33 0 0 16 50000 40 52 0 0 3 1 1
"14443" 45 0 0 16 160000 60 52 0 0 4 1 1
"14444" 46 0 0 14 45000 55 52 0 0 2 1 1
"14445" 25 0 0 12 37000 37 52 0 0 2 1 1
"14446" 50 0 0 18 105000 40 52 0 0 1 1 5
"14447" 50 0 0 12 60000 55 52 0 0 1 1 1
"14448" 27 0 0 16 58000 45 52 0 0 2 1 7
"14449" 51 0 0 14 80000 40 52 0 0 2 1 1
"14450" 60 0 1 13 65000 60 52 0 0 2 1 1
"14451" 29 0 1 12 15600 40 52 0 0 3 1 6
"14452" 62 0 0 16 90000 40 52 0 0 2 1 1
"14453" 44 0 0 13 75000 40 52 0 0 1 1 1
"14454" 41 0 0 18 89000 60 52 0 0 4 1 1
"14455" 47 0 0 14 38000 40 52 0 0 4 1 1
"14456" 44 0 0 20 165500 50 52 0 0 3 1 1
"14457" 37 0 0 16 120000 40 52 0 0 2 1 1
"14458" 60 0 0 16 58000 40 52 0 0 1 1 1
"14459" 35 0 1 14 30000 40 51 0 0 4 1 7
"14460" 48 0 0 20 110000 50 52 0 0 1 1 1
"14461" 38 0 1 13 62000 40 52 0 0 4 1 1
"14462" 56 0 1 20 195000 55 52 0 0 3 1 7
"14463" 26 0 0 16 27500 40 52 0 0 2 1 7
"14464" 26 0 0 14 33000 42 52 0 0 1 1 1
"14465" 42 0 0 16 140000 40 52 0 0 4 1 1
"14466" 33 0 0 20 120000 50 52 1 0 2 1 1
"14467" 61 0 0 12 58000 40 52 0 0 4 1 1
"14468" 41 0 0 16 60000 40 52 0 0 2 1 1
"14469" 34 0 0 16 45000 48 52 0 0 3 1 1
"14470" 62 0 0 18 110000 45 52 0 0 2 1 1
"14471" 40 0 0 16 85000 50 52 0 0 4 1 1
"14472" 39 0 1 12 16100 40 49 0 0 4 1 1
"14473" 35 0 0 16 85000 40 52 0 0 4 1 1
"14474" 27 0 1 12 9000 40 52 0 0 3 1 1
"14475" 38 0 0 13 21000 40 52 0 0 2 1 1
"14476" 27 0 0 12 45000 50 52 0 0 4 1 1
"14477" 48 0 0 20 389599 50 52 0 0 1 1 1
"14478" 24 0 0 13 35000 40 52 0 0 3 1 7
"14479" 51 0 0 20 72000 45 52 0 0 2 1 1
"14480" 30 0 0 12 72000 60 52 0 0 2 1 1
"14481" 48 0 0 13 26000 40 52 0 0 4 1 1
"14482" 47 0 0 12 52000 45 52 0 0 2 1 1
"14483" 56 0 1 9 39000 40 52 0 0 4 1 1
"14484" 37 0 0 12 52000 40 52 0 0 1 1 1
"14485" 41 0 0 16 123000 50 52 0 0 4 1 1
"14486" 56 0 1 6 50000 40 52 0 0 4 1 3
"14487" 32 0 1 13 20000 39 52 0 0 3 1 5
"14488" 48 0 0 16 125000 40 52 0 0 3 1 1
"14489" 52 0 1 10 4125 40 52 0 0 3 1 1
"14490" 57 0 0 13 63000 40 52 0 0 3 1 5
"14491" 33 0 0 14 29800 45 52 0 0 2 1 1
"14492" 34 0 0 13 32000 40 52 0 0 3 1 1
"14493" 27 0 0 16 45000 45 52 0 0 2 1 7
"14494" 36 0 0 13 55000 45 52 0 0 1 1 1
"14495" 69 0 0 16 389599 50 52 0 0 2 1 1
"14496" 25 0 0 12 44000 40 48 0 0 1 1 1
"14497" 50 0 0 16 61000 60 52 0 0 4 1 1
"14498" 61 0 0 12 43000 40 52 1 0 2 1 1
"14499" 57 0 0 13 40000 40 52 0 0 4 1 5
"14500" 55 0 0 14 75000 40 52 0 0 3 1 1
"14501" 25 0 0 12 23500 40 52 0 0 3 1 1
"14502" 58 0 0 13 68000 50 52 0 0 3 1 1
"14503" 40 0 1 16 60000 40 52 0 0 3 1 1
"14504" 32 0 0 12 30000 40 52 0 0 2 1 1
"14505" 48 0 0 13 70000 38 52 0 0 4 1 1
"14506" 46 0 0 16 80000 40 52 0 0 2 1 1
"14507" 46 0 1 13 50000 40 52 0 0 2 1 1
"14508" 60 0 0 12 50000 40 52 0 0 2 1 1
"14509" 23 0 0 13 28000 40 52 0 0 2 1 7
"14510" 32 0 0 12 60000 40 52 0 0 1 1 1
"14511" 26 0 0 16 38000 40 52 0 0 4 1 7
"14512" 35 0 1 9 14000 40 52 0 0 3 1 7
"14513" 30 0 0 14 50000 40 52 0 0 3 1 7
"14514" 38 0 1 14 72000 36 52 0 0 3 1 6
"14515" 41 0 0 12 62000 45 52 0 0 1 1 1
"14516" 57 0 0 16 90000 45 52 0 0 3 1 1
"14517" 56 0 0 16 10000 70 52 0 0 4 1 1
"14518" 44 0 1 18 70000 40 52 0 0 1 1 1
"14519" 21 0 0 12 20000 40 52 0 0 3 1 7
"14520" 36 0 0 12 52000 40 52 0 0 1 1 1
"14521" 50 0 0 11 20000 40 52 0 0 2 1 7
"14522" 29 0 0 14 50000 45 52 0 0 1 1 7
"14523" 43 0 0 16 1e+05 40 52 0 0 3 1 1
"14524" 37 0 0 18 78000 40 52 0 0 1 1 1
"14525" 25 0 0 13 24000 40 52 0 0 2 1 7
"14526" 47 0 0 20 118000 60 52 0 0 4 1 1
"14527" 30 0 0 12 40000 55 52 0 0 2 1 1
"14528" 28 0 0 16 66016 45 52 0 0 2 1 1
"14529" 66 0 0 16 70000 40 52 0 0 1 1 1
"14530" 24 0 1 13 18000 40 52 0 0 3 1 1
"14531" 26 0 0 12 29000 40 52 0 0 4 1 7
"14532" 37 0 1 12 25000 40 52 0 0 3 1 1
"14533" 58 0 1 6 22000 40 52 0 0 4 1 1
"14534" 35 0 0 16 174000 40 52 0 0 2 1 4
"14535" 41 0 0 20 389599 60 52 0 0 3 1 1
"14536" 30 0 0 12 43000 40 52 0 0 1 1 1
"14537" 32 0 0 12 47000 40 52 0 0 2 1 1
"14538" 32 0 0 12 60000 40 52 0 0 3 1 1
"14539" 21 0 1 11 20000 40 52 0 0 4 1 7
"14540" 34 0 0 20 30000 40 52 0 0 2 1 1
"14541" 45 0 0 12 29000 40 52 0 0 2 1 1
"14542" 49 0 0 14 110000 50 52 0 0 2 1 1
"14543" 57 0 0 12 70000 50 52 0 0 3 1 1
"14544" 38 0 0 13 40000 40 52 0 0 2 1 1
"14545" 34 0 0 16 74000 40 52 0 0 3 1 5
"14546" 52 0 0 12 600 60 52 0 0 2 1 1
"14547" 38 0 0 13 79000 41 52 0 0 3 1 1
"14548" 61 0 0 14 50000 40 52 0 0 1 1 5
"14549" 40 0 0 14 52000 40 52 0 0 4 1 1
"14550" 62 0 0 14 63000 40 52 0 0 4 1 5
"14551" 34 0 0 18 40000 50 52 0 0 2 1 1
"14552" 21 0 0 12 23400 40 48 0 0 1 1 7
"14553" 59 0 0 16 115000 50 52 0 0 1 1 1
"14554" 38 0 0 12 31200 60 52 0 0 1 1 7
"14555" 51 0 0 13 40000 60 52 0 0 4 1 1
"14556" 52 0 1 13 15600 40 50 0 0 3 1 1
"14557" 52 0 0 14 28000 46 52 0 1 3 1 1
"14558" 46 0 0 12 40002 40 52 0 0 3 1 1
"14559" 40 0 0 12 35000 40 52 0 0 3 1 1
"14560" 46 0 0 16 1e+05 60 52 0 0 3 1 1
"14561" 54 0 0 16 125500 45 52 0 0 4 1 5
"14562" 44 0 0 12 26000 40 52 0 0 3 1 7
"14563" 29 0 0 12 48000 40 52 0 0 3 1 1
"14564" 46 0 1 8 18000 40 52 0 0 1 1 6
"14565" 39 0 1 16 120000 55 52 0 0 4 1 1
"14566" 55 0 0 12 50000 55 52 0 0 3 1 1
"14567" 37 0 0 12 41600 60 52 0 0 3 1 1
"14568" 47 0 0 16 48500 40 52 0 0 4 1 1
"14569" 55 0 0 13 63000 40 52 0 0 4 1 5
"14570" 30 0 0 14 108000 50 52 0 0 2 1 1
"14571" 32 0 0 16 35000 65 52 0 0 2 1 1
"14572" 58 0 0 18 1e+05 70 52 0 0 1 1 1
"14573" 40 0 0 20 1e+05 50 52 0 0 2 1 1
"14574" 52 0 0 16 23000 40 52 0 0 1 1 1
"14575" 60 0 0 18 88000 55 52 0 0 1 1 1
"14576" 31 0 0 12 50000 40 52 0 0 3 1 1
"14577" 25 0 0 8 25000 45 52 0 0 2 1 1
"14578" 27 0 0 12 30000 40 52 0 0 2 1 7
"14579" 45 0 0 16 40000 50 52 0 0 2 1 5
"14580" 60 0 0 13 72000 41 52 0 0 4 1 1
"14581" 32 0 0 16 28000 40 52 0 0 3 1 1
"14582" 53 0 0 14 75000 40 52 0 0 4 1 1
"14583" 53 0 0 16 5000 50 49 0 0 1 1 1
"14584" 29 0 0 13 43860 40 52 0 0 3 1 1
"14585" 41 0 0 16 38840 40 52 0 0 2 1 1
"14586" 48 0 0 18 103000 65 50 0 0 2 1 1
"14587" 43 0 0 12 25000 50 52 0 0 2 1 1
"14588" 55 0 0 16 65000 60 52 0 0 4 1 5
"14589" 48 0 0 16 389599 50 52 0 0 3 1 1
"14590" 55 0 0 13 5000 40 52 0 0 4 1 1
"14591" 44 0 1 12 14560 40 52 0 0 2 1 5
"14592" 39 0 0 16 36000 50 52 0 0 2 1 1
"14593" 47 0 0 20 62000 50 52 0 0 1 1 1
"14594" 39 0 0 13 35000 40 52 0 0 2 1 1
"14595" 44 0 0 16 95000 40 52 0 0 1 1 5
"14596" 29 0 0 16 110000 45 52 0 0 4 1 1
"14597" 60 0 0 16 82000 40 52 0 0 2 1 1
"14598" 34 0 0 13 20000 40 52 0 0 4 1 7
"14599" 65 0 0 13 125000 40 52 0 0 4 1 1
"14600" 25 0 0 13 28500 40 52 0 0 1 1 7
"14601" 28 0 1 12 62000 40 52 0 0 2 1 1
"14602" 55 0 0 16 118000 53 52 0 0 3 1 1
"14603" 41 0 1 14 30000 40 52 0 0 3 1 1
"14604" 68 0 0 12 35000 40 52 0 0 1 1 1
"14605" 37 0 0 14 59000 40 52 0 0 1 1 1
"14606" 45 0 0 12 55000 40 52 0 0 4 1 1
"14607" 30 0 0 10 29000 50 50 0 0 3 1 1
"14608" 35 0 1 12 55000 45 52 0 0 4 1 7
"14609" 27 0 0 13 25000 40 52 0 0 2 1 7
"14610" 57 0 0 20 389599 60 52 0 0 2 1 1
"14611" 66 0 0 13 10000 52 52 0 0 1 1 5
"14612" 58 0 0 14 60000 40 52 0 0 1 1 1
"14613" 22 0 0 13 15000 40 52 0 0 1 1 7
"14614" 48 0 0 16 28000 65 52 0 0 3 1 1
"14615" 46 0 0 18 105000 50 51 0 0 2 1 1
"14616" 33 0 1 12 12000 40 52 0 0 4 1 7
"14617" 53 0 0 16 72000 44 52 0 0 4 1 1
"14618" 40 0 0 16 90000 40 52 0 0 2 1 1
"14619" 36 0 0 12 22000 40 52 0 0 2 1 1
"14620" 40 0 0 14 65000 50 52 0 0 2 1 7
"14621" 31 0 1 12 25000 40 52 0 0 4 1 7
"14622" 53 0 0 12 65000 50 52 0 0 4 1 1
"14623" 22 0 1 12 29000 40 52 0 0 4 1 7
"14624" 52 0 0 16 222946 50 52 0 0 2 1 1
"14625" 34 0 0 16 80000 40 52 0 0 1 1 1
"14626" 40 0 0 13 80000 40 52 0 0 2 1 1
"14627" 49 0 0 13 1e+05 45 52 0 0 3 1 1
"14628" 39 0 0 16 60000 40 52 0 0 3 1 5
"14629" 33 0 0 14 50000 45 52 0 0 4 1 1
"14630" 51 0 0 16 85000 40 52 0 0 1 1 1
"14631" 46 0 0 16 150000 50 51 0 0 4 1 1
"14632" 43 0 0 18 1e+05 40 52 0 0 4 1 1
"14633" 42 0 0 12 35000 40 52 0 0 1 1 1
"14634" 39 0 1 12 25000 40 52 0 0 4 1 1
"14635" 37 0 0 18 80000 40 52 0 0 4 1 1
"14636" 33 0 0 16 53000 50 52 0 0 4 1 1
"14637" 32 0 0 13 80537 40 52 0 0 3 1 1
"14638" 40 0 0 16 40000 50 48 0 0 3 1 1
"14639" 29 0 0 11 21000 40 52 0 0 2 1 7
"14640" 45 0 0 12 48000 42 52 0 0 3 1 1
"14641" 49 0 0 16 85000 50 52 0 0 3 1 7
"14642" 51 0 0 18 70000 40 52 0 0 3 1 1
"14643" 29 0 0 12 16642 40 52 0 0 3 1 5
"14644" 51 0 0 13 28800 44 52 0 0 1 1 1
"14645" 36 0 0 20 109000 50 52 0 0 4 1 1
"14646" 42 0 0 16 62000 52 52 0 0 2 1 1
"14647" 62 0 0 13 36000 40 52 0 0 3 1 1
"14648" 62 0 1 12 33000 45 52 0 0 1 1 5
"14649" 25 0 1 12 30000 40 52 0 0 4 1 7
"14650" 46 0 0 20 85000 40 52 0 0 2 1 7
"14651" 26 0 0 12 45000 40 52 0 0 4 1 7
"14652" 40 0 0 16 97000 45 52 0 0 2 1 1
"14653" 27 0 1 16 5000 48 52 0 0 4 1 7
"14654" 53 0 0 12 30000 40 52 0 0 4 1 1
"14655" 42 0 0 12 37000 50 52 0 0 4 1 1
"14656" 55 0 0 12 20000 40 52 0 0 2 1 1
"14657" 33 0 0 16 78250 40 52 0 0 3 1 1
"14658" 39 0 1 16 86000 50 52 0 0 1 1 1
"14659" 59 0 0 12 30000 40 52 0 0 2 1 1
"14660" 57 0 0 16 18000 40 49 0 0 2 1 1
"14661" 35 0 1 14 70000 40 52 0 0 4 1 7
"14662" 40 0 0 18 60000 40 52 0 0 3 1 1
"14663" 57 0 1 16 52000 49 52 0 0 4 1 1
"14664" 51 0 0 12 28000 40 52 0 0 2 1 5
"14665" 46 0 1 16 65000 40 52 0 0 3 1 1
"14666" 38 0 0 16 45000 45 52 0 0 2 1 1
"14667" 48 0 0 18 85000 40 52 0 0 3 1 1
"14668" 35 0 0 12 58000 40 52 0 0 2 1 5
"14669" 47 0 0 12 40000 40 52 0 0 1 1 5
"14670" 27 0 1 13 25000 54 52 0 0 3 1 1
"14671" 55 0 1 14 48000 40 52 0 0 3 1 1
"14672" 38 0 0 12 40000 40 48 0 0 2 1 7
"14673" 27 0 1 16 7000 40 52 0 0 4 1 7
"14674" 60 0 0 18 33150 37 52 0 0 1 1 7
"14675" 30 0 0 16 2e+05 50 52 0 0 3 1 1
"14676" 43 0 0 13 19000 43 52 0 0 2 1 5
"14677" 21 0 0 12 30000 40 52 0 0 4 1 1
"14678" 31 0 0 16 130000 45 52 0 0 1 1 1
"14679" 40 0 0 14 55000 40 52 0 0 1 1 1
"14680" 70 0 0 16 150000 40 52 0 0 3 1 1
"14681" 39 0 0 13 24000 40 52 0 0 4 1 1
"14682" 47 0 1 11 60000 60 52 0 0 4 1 1
"14683" 26 0 0 12 24000 40 52 0 0 1 1 1
"14684" 26 0 0 13 22002 40 52 0 0 3 1 7
"14685" 38 0 1 13 19000 60 52 0 0 1 1 1
"14686" 61 0 0 10 42000 40 52 0 0 3 1 1
"14687" 36 0 0 14 42000 40 52 0 0 1 1 1
"14688" 55 0 0 13 32000 40 52 0 0 2 1 5
"14689" 36 0 1 13 30000 50 52 0 0 4 1 1
"14690" 21 0 1 9 15500 40 52 0 0 3 1 7
"14691" 41 0 0 12 12000 40 49 0 0 3 1 5
"14692" 32 0 0 12 14000 40 52 0 0 2 1 1
"14693" 29 0 0 18 123000 45 52 0 0 4 1 7
"14694" 30 0 0 13 51000 40 52 1 0 4 1 1
"14695" 37 0 0 18 85000 40 52 0 0 2 1 1
"14696" 55 0 0 12 55000 50 52 0 0 1 1 1
"14697" 21 0 1 0 18800 60 52 0 0 3 1 7
"14698" 43 0 0 16 40378 40 52 0 0 2 1 1
"14699" 29 0 0 12 28800 40 52 0 0 3 1 7
"14700" 61 0 0 13 29500 45 52 0 0 3 1 5
"14701" 23 0 1 13 21840 40 52 0 0 2 1 7
"14702" 29 0 0 14 38000 40 52 0 0 4 1 1
"14703" 20 0 0 12 26000 40 52 0 0 4 1 7
"14704" 56 0 0 14 36549 40 52 0 0 4 1 1
"14705" 47 0 0 13 75000 50 52 0 0 3 1 1
"14706" 36 0 0 14 70400 40 52 0 0 1 1 1
"14707" 54 0 0 14 50000 40 52 0 0 2 1 1
"14708" 35 0 0 16 66000 45 52 1 0 1 1 1
"14709" 29 0 0 16 60000 40 52 0 0 1 1 1
"14710" 33 0 0 16 76000 40 52 0 0 4 1 1
"14711" 47 0 0 14 45000 50 52 0 0 3 1 1
"14712" 18 0 0 12 40000 40 52 0 0 3 1 7
"14713" 27 0 1 10 20001 40 52 0 0 3 1 7
"14714" 63 0 0 18 389599 50 52 0 0 4 1 5
"14715" 57 0 0 16 57000 40 52 0 0 3 1 1
"14716" 41 0 0 16 159000 40 52 0 0 1 1 1
"14717" 26 0 1 9 20400 45 51 0 0 1 1 7
"14718" 46 0 0 16 40000 40 52 0 0 3 1 5
"14719" 41 0 0 18 40000 40 52 0 0 4 1 1
"14720" 47 0 0 12 48000 40 52 1 0 2 1 1
"14721" 66 0 0 18 69000 40 52 0 0 4 1 1
"14722" 44 0 0 13 76000 45 52 0 0 1 1 1
"14723" 53 0 1 13 45000 40 52 0 0 1 1 1
"14724" 42 0 0 12 54080 40 52 0 0 4 1 1
"14725" 51 0 0 16 24000 45 52 0 0 3 1 1
"14726" 67 0 0 12 19000 40 52 0 0 1 1 1
"14727" 47 0 0 12 38500 40 52 0 0 2 1 1
"14728" 41 0 0 18 68000 55 52 0 0 1 1 1
"14729" 29 0 0 14 43000 45 52 0 0 1 1 7
"14730" 38 0 1 6 23000 40 52 0 0 4 1 7
"14731" 51 0 1 6 48000 60 50 0 0 4 1 3
"14732" 62 0 0 18 35000 40 52 0 0 1 1 1
"14733" 28 0 0 16 90000 40 52 0 0 4 1 1
"14734" 25 0 1 12 3600 40 52 0 0 1 1 7
"14735" 50 0 1 16 436465 40 52 0 0 4 1 1
"14736" 45 0 1 12 33000 40 52 0 0 3 1 1
"14737" 33 0 0 13 26000 40 52 0 0 2 1 1
"14738" 40 0 0 16 389599 60 52 0 0 3 1 1
"14739" 46 0 0 14 52000 40 52 0 0 4 1 1
"14740" 43 0 0 12 37000 40 52 0 0 3 1 1
"14741" 54 0 0 13 33000 40 52 0 0 2 1 7
"14742" 44 0 0 13 37000 40 52 0 0 1 1 1
"14743" 36 0 0 16 125000 50 52 0 0 1 1 1
"14744" 21 0 0 14 35000 40 52 0 0 4 1 7
"14745" 26 0 0 16 35000 40 52 0 0 3 1 7
"14746" 44 0 0 16 30000 40 52 0 0 3 1 1
"14747" 32 0 0 11 27340 40 52 0 0 3 1 1
"14748" 18 0 0 13 14000 37 52 0 0 3 1 7
"14749" 41 0 0 12 60000 40 52 0 0 3 1 1
"14750" 45 0 0 12 43000 40 52 0 0 1 1 1
"14751" 48 0 0 16 30000 40 52 0 0 4 1 1
"14752" 28 0 1 13 45000 40 52 0 0 3 1 7
"14753" 40 0 0 16 1e+05 40 52 0 0 3 1 1
"14754" 49 0 0 12 49000 40 52 1 0 4 1 1
"14755" 18 0 0 12 2055 40 52 0 0 2 1 7
"14756" 47 0 0 12 34000 40 52 0 0 3 1 1
"14757" 57 0 0 16 140000 40 52 0 0 1 1 7
"14758" 57 0 0 16 90000 40 52 0 0 3 1 7
"14759" 55 0 0 13 70000 40 52 0 0 4 1 1
"14760" 45 0 0 16 110 40 52 0 0 2 1 1
"14761" 41 0 0 14 25000 45 50 0 0 3 1 7
"14762" 47 0 0 13 38000 44 52 0 0 3 1 1
"14763" 42 0 1 16 20000 40 52 0 0 3 1 1
"14764" 35 0 0 12 65000 50 52 0 0 2 1 1
"14765" 58 0 0 12 35000 40 52 0 0 3 1 5
"14766" 35 0 0 16 54000 40 52 0 0 1 1 1
"14767" 50 0 0 16 30000 50 50 0 0 3 1 1
"14768" 19 0 0 12 18720 40 52 0 0 2 1 7
"14769" 40 0 0 18 1e+05 40 52 0 0 2 1 1
"14770" 27 0 1 16 18000 40 52 0 0 4 1 7
"14771" 56 0 0 16 75000 45 52 0 0 3 1 1
"14772" 38 0 0 16 26656 40 52 0 0 1 1 1
"14773" 41 0 0 12 29125 40 52 0 0 2 1 1
"14774" 64 0 1 9 22000 40 52 0 0 4 1 1
"14775" 26 0 0 13 46000 60 52 0 0 3 1 1
"14776" 61 0 0 16 127000 50 52 0 0 2 1 1
"14777" 61 0 0 18 48000 44 52 0 0 2 1 1
"14778" 56 0 0 16 389599 40 52 0 0 4 1 6
"14779" 24 0 1 6 14500 40 52 0 0 3 1 7
"14780" 46 0 0 16 130946 45 52 0 0 3 1 5
"14781" 49 0 0 14 47000 40 52 0 0 1 1 1
"14782" 63 0 0 13 20000 40 52 0 0 3 1 1
"14783" 31 0 0 16 35000 40 52 0 0 2 1 7
"14784" 25 0 0 14 20000 40 52 0 0 3 1 7
"14785" 47 0 0 16 150000 50 52 0 0 1 1 1
"14786" 53 0 0 12 24000 40 52 0 0 3 1 5
"14787" 35 0 0 13 70000 70 52 0 0 3 1 1
"14788" 55 0 0 16 110000 50 52 0 0 2 1 1
"14789" 20 0 0 12 23400 52 52 0 0 3 1 7
"14790" 62 0 0 13 95000 40 52 0 0 3 1 1
"14791" 24 0 1 6 14900 40 52 0 0 3 1 7
"14792" 37 0 0 16 80000 45 52 0 0 1 1 1
"14793" 34 0 0 16 91000 45 52 0 0 4 1 7
"14794" 24 0 1 12 25000 40 52 0 0 3 1 1
"14795" 21 0 1 13 30000 40 52 0 0 4 1 7
"14796" 47 0 0 13 102000 40 52 0 0 4 1 1
"14797" 28 0 0 13 30000 40 52 0 0 4 1 7
"14798" 45 0 0 18 112000 55 52 0 0 1 1 1
"14799" 49 0 0 12 72000 48 52 0 0 2 1 1
"14800" 65 0 0 16 125000 45 52 0 0 2 1 1
"14801" 58 0 0 12 30000 40 52 1 0 4 1 1
"14802" 39 0 0 12 1e+05 50 52 0 0 4 1 5
"14803" 57 0 1 13 36816 40 52 0 0 4 1 1
"14804" 26 0 1 11 12000 40 52 0 0 3 1 7
"14805" 24 0 1 9 36800 45 52 0 0 1 1 1
"14806" 27 0 0 13 90000 55 52 0 0 3 1 1
"14807" 72 0 0 13 34000 40 52 0 0 3 1 1
"14808" 40 0 0 13 70000 40 52 0 0 4 1 1
"14809" 48 0 0 18 40000 40 52 0 0 3 1 1
"14810" 61 0 0 13 146000 40 52 0 0 4 1 1
"14811" 30 0 0 13 40002 40 52 0 0 1 1 1
"14812" 22 0 0 13 15000 40 52 0 0 4 1 7
"14813" 51 0 0 14 30000 40 52 0 0 2 1 7
"14814" 56 0 0 12 40000 40 52 0 0 4 1 1
"14815" 55 0 0 13 63000 45 52 0 0 2 1 1
"14816" 30 0 0 14 130000 50 52 0 0 4 1 1
"14817" 32 0 0 14 45000 40 52 0 0 2 1 7
"14818" 49 0 0 12 75000 48 52 0 0 1 1 1
"14819" 53 0 0 12 52500 50 51 0 0 1 1 4
"14820" 31 0 0 16 70000 42 52 0 0 4 1 1
"14821" 44 0 0 16 65000 50 52 0 0 4 1 1
"14822" 52 0 1 11 25000 40 52 0 0 4 1 1
"14823" 44 0 0 18 122000 40 52 0 0 3 1 5
"14824" 41 0 1 9 19202 40 52 0 0 4 1 1
"14825" 55 0 0 16 57000 45 52 0 0 2 1 1
"14826" 36 0 0 12 52500 45 52 0 0 2 1 1
"14827" 40 0 0 12 89141 45 52 0 0 3 1 1
"14828" 55 0 0 12 64000 40 52 0 0 2 1 1
"14829" 23 0 0 12 11000 40 52 0 0 2 1 1
"14830" 58 0 0 13 75000 40 52 0 0 4 1 7
"14831" 38 0 1 8 13500 40 50 0 0 4 1 3
"14832" 62 0 0 12 75000 45 52 0 0 4 1 1
"14833" 57 0 0 12 75000 40 52 0 0 4 1 1
"14834" 51 0 0 0 38000 45 50 0 0 3 1 1
"14835" 52 0 0 14 17000 40 52 0 0 3 1 7
"14836" 33 0 0 16 120000 45 52 0 0 4 1 1
"14837" 23 0 0 12 15000 40 52 0 0 2 1 1
"14838" 58 0 0 13 55000 40 52 0 0 4 1 1
"14839" 58 0 0 16 221946 45 52 0 0 3 1 1
"14840" 32 0 1 16 80000 40 52 0 0 1 1 1
"14841" 48 0 0 16 80000 40 52 0 0 1 1 1
